species,metric,lower_bounds,upper_bounds
Borreliella_garinii,Completeness,78.0,
Borreliella_garinii,Contamination,,3
Borreliella_garinii,Total_Coding_Sequences,800,1800
Borreliella_garinii,Genome_Size,800000,1500000
Lactobacillus_gasseri,N50,44000.0,
Lactobacillus_gasseri,no_of_contigs,,150
Lactobacillus_gasseri,GC_Content,34,36
Lactobacillus_gasseri,Completeness,91.0,
Lactobacillus_gasseri,Contamination,,5
Lactobacillus_gasseri,Total_Coding_Sequences,1600,2300
Lactobacillus_gasseri,Genome_Size,1700000,2200000
Haemophilus_haemolyticus,N50,46000.0,
Haemophilus_haemolyticus,no_of_contigs,,110
Haemophilus_haemolyticus,GC_Content,38,39
Haemophilus_haemolyticus,Completeness,94.0,
Haemophilus_haemolyticus,Contamination,,2
Haemophilus_haemolyticus,Total_Coding_Sequences,1700,2000
Haemophilus_haemolyticus,Genome_Size,1800000,2100000
Listeria_innocua,N50,48000.0,
Listeria_innocua,no_of_contigs,,180
Listeria_innocua,GC_Content,37,38
Listeria_innocua,Completeness,95.0,
Listeria_innocua,Contamination,,2
Listeria_innocua,Total_Coding_Sequences,2700,3300
Listeria_innocua,Genome_Size,2700000,3100000
Neisseria_bergeri,N50,97000.0,
Neisseria_bergeri,no_of_contigs,,100
Neisseria_bergeri,GC_Content,52,52
Neisseria_bergeri,Completeness,99.0,
Neisseria_bergeri,Contamination,,1
Neisseria_bergeri,Total_Coding_Sequences,1800,2200
Neisseria_bergeri,Genome_Size,1900000,2300000
Borreliella_burgdorferi,N50,2000.0,
Borreliella_burgdorferi,no_of_contigs,,1030
Borreliella_burgdorferi,GC_Content,27,33
Borreliella_burgdorferi,Completeness,84.0,
Borreliella_burgdorferi,Contamination,,9
Borreliella_burgdorferi,Total_Coding_Sequences,800,2000
Borreliella_burgdorferi,Genome_Size,900000,1700000
Enterobacter_bugandensis,N50,87000.0,
Enterobacter_bugandensis,no_of_contigs,,180
Enterobacter_bugandensis,GC_Content,55,57
Enterobacter_bugandensis,Completeness,99.0,
Enterobacter_bugandensis,Contamination,,1
Enterobacter_bugandensis,Total_Coding_Sequences,4200,5200
Enterobacter_bugandensis,Genome_Size,4500000,5400000
Treponema_pallidum,N50,3000.0,
Treponema_pallidum,no_of_contigs,,690
Treponema_pallidum,GC_Content,51,53
Treponema_pallidum,Completeness,71.0,
Treponema_pallidum,Contamination,,3
Treponema_pallidum,Total_Coding_Sequences,900,1600
Treponema_pallidum,Genome_Size,900000,1500000
Cutibacterium_acnes,N50,21000.0,
Cutibacterium_acnes,no_of_contigs,,230
Cutibacterium_acnes,GC_Content,59,61
Cutibacterium_acnes,Completeness,95.0,
Cutibacterium_acnes,Contamination,,3
Cutibacterium_acnes,Total_Coding_Sequences,2200,2600
Cutibacterium_acnes,Genome_Size,2400000,2700000
Staphylococcus_haemolyticus,N50,19000.0,
Staphylococcus_haemolyticus,no_of_contigs,,320
Staphylococcus_haemolyticus,GC_Content,32,34
Staphylococcus_haemolyticus,Completeness,95.0,
Staphylococcus_haemolyticus,Contamination,,2
Staphylococcus_haemolyticus,Total_Coding_Sequences,2300,2800
Staphylococcus_haemolyticus,Genome_Size,2300000,2700000
Neisseria_flavescens,N50,48000.0,
Neisseria_flavescens,no_of_contigs,,130
Neisseria_flavescens,GC_Content,48,50
Neisseria_flavescens,Completeness,98.0,
Neisseria_flavescens,Contamination,,1
Neisseria_flavescens,Total_Coding_Sequences,2000,2400
Neisseria_flavescens,Genome_Size,2100000,2500000
Escherichia_albertii,N50,27000.0,
Escherichia_albertii,no_of_contigs,,470
Escherichia_albertii,GC_Content,49,51
Escherichia_albertii,Completeness,97.0,
Escherichia_albertii,Contamination,,2
Escherichia_albertii,Total_Coding_Sequences,4100,5500
Escherichia_albertii,Genome_Size,4300000,5400000
Enterococcus_casseliflavus,N50,82000.0,
Enterococcus_casseliflavus,no_of_contigs,,150
Enterococcus_casseliflavus,GC_Content,41,43
Enterococcus_casseliflavus,Completeness,95.0,
Enterococcus_casseliflavus,Contamination,,12
Enterococcus_casseliflavus,Total_Coding_Sequences,3100,3800
Enterococcus_casseliflavus,Genome_Size,3300000,3900000
Clostridium_botulinum,N50,12000.0,
Clostridium_botulinum,no_of_contigs,,570
Clostridium_botulinum,GC_Content,27,29
Clostridium_botulinum,Completeness,94.0,
Clostridium_botulinum,Contamination,,3
Clostridium_botulinum,Total_Coding_Sequences,2600,4400
Clostridium_botulinum,Genome_Size,2700000,4500000
Enterobacter_ludwigii,N50,80000.0,
Enterobacter_ludwigii,no_of_contigs,,200
Enterobacter_ludwigii,GC_Content,53,55
Enterobacter_ludwigii,Completeness,94.0,
Enterobacter_ludwigii,Contamination,,2
Enterobacter_ludwigii,Total_Coding_Sequences,4300,5700
Enterobacter_ludwigii,Genome_Size,4600000,5800000
Mycobacterium_marinum,N50,22000.0,
Mycobacterium_marinum,no_of_contigs,,620
Mycobacterium_marinum,GC_Content,65,66
Mycobacterium_marinum,Completeness,97.0,
Mycobacterium_marinum,Contamination,,3
Mycobacterium_marinum,Total_Coding_Sequences,5200,6000
Mycobacterium_marinum,Genome_Size,5200000,6700000
Flavobacterium_psychrophilum,N50,44000.0,
Flavobacterium_psychrophilum,no_of_contigs,,470
Flavobacterium_psychrophilum,GC_Content,32,33
Flavobacterium_psychrophilum,Completeness,92.0,
Flavobacterium_psychrophilum,Contamination,,1
Flavobacterium_psychrophilum,Total_Coding_Sequences,2300,3000
Flavobacterium_psychrophilum,Genome_Size,2600000,3300000
Citrobacter_rodentium,N50,1000.0,
Citrobacter_rodentium,no_of_contigs,,310
Citrobacter_rodentium,GC_Content,51,55
Citrobacter_rodentium,Completeness,5.0,
Citrobacter_rodentium,Contamination,,1
Citrobacter_rodentium,Total_Coding_Sequences,200,5300
Citrobacter_rodentium,Genome_Size,100000,5500000
Clostridium_cagae,N50,26000.0,
Clostridium_cagae,no_of_contigs,,300
Clostridium_cagae,GC_Content,27,27
Clostridium_cagae,Completeness,99.0,
Clostridium_cagae,Contamination,,1
Clostridium_cagae,Total_Coding_Sequences,3300,4000
Clostridium_cagae,Genome_Size,3600000,4100000
Serratia_nevei,N50,48000.0,
Serratia_nevei,no_of_contigs,,420
Serratia_nevei,GC_Content,58,61
Serratia_nevei,Completeness,99.0,
Serratia_nevei,Contamination,,3
Serratia_nevei,Total_Coding_Sequences,4500,5900
Serratia_nevei,Genome_Size,4900000,6000000
Stenotrophomonas_maltophilia,N50,23000.0,
Stenotrophomonas_maltophilia,no_of_contigs,,410
Stenotrophomonas_maltophilia,GC_Content,65,68
Stenotrophomonas_maltophilia,Completeness,94.0,
Stenotrophomonas_maltophilia,Contamination,,5
Stenotrophomonas_maltophilia,Total_Coding_Sequences,3700,4900
Stenotrophomonas_maltophilia,Genome_Size,4100000,5300000
Neisseria_meningitidis,N50,18000.0,
Neisseria_meningitidis,no_of_contigs,,310
Neisseria_meningitidis,GC_Content,51,53
Neisseria_meningitidis,Completeness,97.0,
Neisseria_meningitidis,Contamination,,3
Neisseria_meningitidis,Total_Coding_Sequences,1900,2500
Neisseria_meningitidis,Genome_Size,2000000,2400000
Acinetobacter_nosocomialis,N50,19000.0,
Acinetobacter_nosocomialis,no_of_contigs,,440
Acinetobacter_nosocomialis,GC_Content,38,40
Acinetobacter_nosocomialis,Completeness,89.0,
Acinetobacter_nosocomialis,Contamination,,7
Acinetobacter_nosocomialis,Total_Coding_Sequences,3500,4200
Acinetobacter_nosocomialis,Genome_Size,3700000,4400000
Pseudomonas_avellanae,N50,27000.0,
Pseudomonas_avellanae,no_of_contigs,,520
Pseudomonas_avellanae,GC_Content,58,59
Pseudomonas_avellanae,Completeness,98.0,
Pseudomonas_avellanae,Contamination,,2
Pseudomonas_avellanae,Total_Coding_Sequences,5100,6200
Pseudomonas_avellanae,Genome_Size,5700000,6600000
Bacillus_altitudinis,N50,153000.0,
Bacillus_altitudinis,no_of_contigs,,80
Bacillus_altitudinis,GC_Content,40,42
Bacillus_altitudinis,Completeness,90.0,
Bacillus_altitudinis,Contamination,,1
Bacillus_altitudinis,Total_Coding_Sequences,3600,4200
Bacillus_altitudinis,Genome_Size,3600000,4000000
Aliarcobacter_butzleri,N50,27000.0,
Aliarcobacter_butzleri,no_of_contigs,,200
Aliarcobacter_butzleri,GC_Content,26,28
Aliarcobacter_butzleri,Completeness,93.0,
Aliarcobacter_butzleri,Contamination,,10
Aliarcobacter_butzleri,Total_Coding_Sequences,2000,2700
Aliarcobacter_butzleri,Genome_Size,2000000,2600000
Burkholderia_stagnalis,N50,129000.0,
Burkholderia_stagnalis,no_of_contigs,,240
Burkholderia_stagnalis,GC_Content,67,68
Burkholderia_stagnalis,Completeness,99.0,
Burkholderia_stagnalis,Contamination,,2
Burkholderia_stagnalis,Total_Coding_Sequences,6600,7300
Burkholderia_stagnalis,Genome_Size,7400000,8200000
Yersinia_enterocolitica,N50,34000.0,
Yersinia_enterocolitica,no_of_contigs,,330
Yersinia_enterocolitica,GC_Content,46,48
Yersinia_enterocolitica,Completeness,91.0,
Yersinia_enterocolitica,Contamination,,5
Yersinia_enterocolitica,Total_Coding_Sequences,4000,5000
Yersinia_enterocolitica,Genome_Size,4300000,5200000
Mammaliicoccus_sciuri,N50,52000.0,
Mammaliicoccus_sciuri,no_of_contigs,,320
Mammaliicoccus_sciuri,GC_Content,32,33
Mammaliicoccus_sciuri,Completeness,96.0,
Mammaliicoccus_sciuri,Contamination,,5
Mammaliicoccus_sciuri,Total_Coding_Sequences,2600,3200
Mammaliicoccus_sciuri,Genome_Size,2500000,3200000
Bacillus_thuringiensis,N50,18000.0,
Bacillus_thuringiensis,no_of_contigs,,910
Bacillus_thuringiensis,GC_Content,34,36
Bacillus_thuringiensis,Completeness,91.0,
Bacillus_thuringiensis,Contamination,,5
Bacillus_thuringiensis,Total_Coding_Sequences,5100,7300
Bacillus_thuringiensis,Genome_Size,5000000,6900000
Staphylococcus_warneri,N50,25000.0,
Staphylococcus_warneri,no_of_contigs,,200
Staphylococcus_warneri,GC_Content,32,33
Staphylococcus_warneri,Completeness,96.0,
Staphylococcus_warneri,Contamination,,1
Staphylococcus_warneri,Total_Coding_Sequences,2200,2800
Staphylococcus_warneri,Genome_Size,2300000,2800000
Streptococcus_pneumoniae,N50,24000.0,
Streptococcus_pneumoniae,no_of_contigs,,220
Streptococcus_pneumoniae,GC_Content,39,40
Streptococcus_pneumoniae,Completeness,97.0,
Streptococcus_pneumoniae,Contamination,,3
Streptococcus_pneumoniae,Total_Coding_Sequences,1900,2500
Streptococcus_pneumoniae,Genome_Size,1900000,2400000
Bacteroides_stercoris,N50,24000.0,
Bacteroides_stercoris,no_of_contigs,,360
Bacteroides_stercoris,GC_Content,45,47
Bacteroides_stercoris,Completeness,92.0,
Bacteroides_stercoris,Contamination,,10
Bacteroides_stercoris,Total_Coding_Sequences,2900,4100
Bacteroides_stercoris,Genome_Size,3400000,4800000
Vibrio_anguillarum,N50,33000.0,
Vibrio_anguillarum,no_of_contigs,,340
Vibrio_anguillarum,GC_Content,44,45
Vibrio_anguillarum,Completeness,96.0,
Vibrio_anguillarum,Contamination,,2
Vibrio_anguillarum,Total_Coding_Sequences,3400,4600
Vibrio_anguillarum,Genome_Size,3800000,4900000
Burkholderia_contaminans,N50,21000.0,
Burkholderia_contaminans,no_of_contigs,,1140
Burkholderia_contaminans,GC_Content,65,73
Burkholderia_contaminans,Completeness,93.0,
Burkholderia_contaminans,Contamination,,3
Burkholderia_contaminans,Total_Coding_Sequences,5900,9300
Burkholderia_contaminans,Genome_Size,6200000,10100000
Serratia_liquefaciens,N50,59000.0,
Serratia_liquefaciens,no_of_contigs,,310
Serratia_liquefaciens,GC_Content,54,56
Serratia_liquefaciens,Completeness,99.0,
Serratia_liquefaciens,Contamination,,3
Serratia_liquefaciens,Total_Coding_Sequences,4600,5800
Serratia_liquefaciens,Genome_Size,5100000,6000000
Parabacteroides_goldsteinii,N50,35000.0,
Parabacteroides_goldsteinii,no_of_contigs,,610
Parabacteroides_goldsteinii,GC_Content,43,44
Parabacteroides_goldsteinii,Completeness,96.0,
Parabacteroides_goldsteinii,Contamination,,5
Parabacteroides_goldsteinii,Total_Coding_Sequences,5000,6300
Parabacteroides_goldsteinii,Genome_Size,6300000,7600000
Limosilactobacillus_mucosae,N50,70000.0,
Limosilactobacillus_mucosae,no_of_contigs,,110
Limosilactobacillus_mucosae,GC_Content,46,47
Limosilactobacillus_mucosae,Completeness,97.0,
Limosilactobacillus_mucosae,Contamination,,1
Limosilactobacillus_mucosae,Total_Coding_Sequences,1700,2400
Limosilactobacillus_mucosae,Genome_Size,1800000,2500000
Proteus_mirabilis,N50,27000.0,
Proteus_mirabilis,no_of_contigs,,330
Proteus_mirabilis,GC_Content,38,40
Proteus_mirabilis,Completeness,86.0,
Proteus_mirabilis,Contamination,,12
Proteus_mirabilis,Total_Coding_Sequences,3300,4500
Proteus_mirabilis,Genome_Size,3700000,4600000
Staphylococcus_xylosus,N50,31000.0,
Staphylococcus_xylosus,no_of_contigs,,230
Staphylococcus_xylosus,GC_Content,32,33
Staphylococcus_xylosus,Completeness,97.0,
Staphylococcus_xylosus,Contamination,,2
Staphylococcus_xylosus,Total_Coding_Sequences,2500,2900
Staphylococcus_xylosus,Genome_Size,2700000,3000000
Streptococcus_gordonii,N50,104000.0,
Streptococcus_gordonii,no_of_contigs,,70
Streptococcus_gordonii,GC_Content,40,41
Streptococcus_gordonii,Completeness,99.0,
Streptococcus_gordonii,Contamination,,1
Streptococcus_gordonii,Total_Coding_Sequences,2000,2300
Streptococcus_gordonii,Genome_Size,2100000,2400000
Burkholderia_mallei,N50,24000.0,
Burkholderia_mallei,no_of_contigs,,690
Burkholderia_mallei,GC_Content,67,69
Burkholderia_mallei,Completeness,94.0,
Burkholderia_mallei,Contamination,,6
Burkholderia_mallei,Total_Coding_Sequences,4700,6500
Burkholderia_mallei,Genome_Size,5200000,7500000
Burkholderia_cepacia,N50,79000.0,
Burkholderia_cepacia,no_of_contigs,,360
Burkholderia_cepacia,GC_Content,65,68
Burkholderia_cepacia,Completeness,94.0,
Burkholderia_cepacia,Contamination,,5
Burkholderia_cepacia,Total_Coding_Sequences,5900,8800
Burkholderia_cepacia,Genome_Size,6400000,9500000
Erwinia_amylovora,N50,45000.0,
Erwinia_amylovora,no_of_contigs,,200
Erwinia_amylovora,GC_Content,53,54
Erwinia_amylovora,Completeness,95.0,
Erwinia_amylovora,Contamination,,1
Erwinia_amylovora,Total_Coding_Sequences,3400,3600
Erwinia_amylovora,Genome_Size,3700000,4000000
Bifidobacterium_pseudocatenulatum,N50,58000.0,
Bifidobacterium_pseudocatenulatum,no_of_contigs,,90
Bifidobacterium_pseudocatenulatum,GC_Content,56,57
Bifidobacterium_pseudocatenulatum,Completeness,93.0,
Bifidobacterium_pseudocatenulatum,Contamination,,2
Bifidobacterium_pseudocatenulatum,Total_Coding_Sequences,1600,2300
Bifidobacterium_pseudocatenulatum,Genome_Size,2100000,2600000
Campylobacter_fetus,N50,67000.0,
Campylobacter_fetus,no_of_contigs,,120
Campylobacter_fetus,GC_Content,33,34
Campylobacter_fetus,Completeness,91.0,
Campylobacter_fetus,Contamination,,8
Campylobacter_fetus,Total_Coding_Sequences,1700,2400
Campylobacter_fetus,Genome_Size,1700000,2200000
Pseudomonas_monteilii,N50,42000.0,
Pseudomonas_monteilii,no_of_contigs,,360
Pseudomonas_monteilii,GC_Content,61,63
Pseudomonas_monteilii,Completeness,91.0,
Pseudomonas_monteilii,Contamination,,6
Pseudomonas_monteilii,Total_Coding_Sequences,5000,6500
Pseudomonas_monteilii,Genome_Size,5500000,6900000
Clostridium_beijerinckii,N50,89000.0,
Clostridium_beijerinckii,no_of_contigs,,280
Clostridium_beijerinckii,GC_Content,29,30
Clostridium_beijerinckii,Completeness,88.0,
Clostridium_beijerinckii,Contamination,,9
Clostridium_beijerinckii,Total_Coding_Sequences,4900,6000
Clostridium_beijerinckii,Genome_Size,5500000,6500000
Streptococcus_anginosus,N50,70000.0,
Streptococcus_anginosus,no_of_contigs,,110
Streptococcus_anginosus,GC_Content,38,40
Streptococcus_anginosus,Completeness,89.0,
Streptococcus_anginosus,Contamination,,3
Streptococcus_anginosus,Total_Coding_Sequences,1700,2400
Streptococcus_anginosus,Genome_Size,1800000,2300000
Lactobacillus_crispatus,N50,10000.0,
Lactobacillus_crispatus,no_of_contigs,,450
Lactobacillus_crispatus,GC_Content,36,38
Lactobacillus_crispatus,Completeness,93.0,
Lactobacillus_crispatus,Contamination,,9
Lactobacillus_crispatus,Total_Coding_Sequences,1800,2900
Lactobacillus_crispatus,Genome_Size,1900000,2900000
Escherichia_coli,N50,20000.0,
Escherichia_coli,no_of_contigs,,700
Escherichia_coli,GC_Content,50,52
Escherichia_coli,Completeness,95.0,
Escherichia_coli,Contamination,,16
Escherichia_coli,Total_Coding_Sequences,3900,6500
Escherichia_coli,Genome_Size,4100000,6300000
Neisseria_lactamica,N50,59000.0,
Neisseria_lactamica,no_of_contigs,,120
Neisseria_lactamica,GC_Content,51,53
Neisseria_lactamica,Completeness,99.0,
Neisseria_lactamica,Contamination,,1
Neisseria_lactamica,Total_Coding_Sequences,1900,2300
Neisseria_lactamica,Genome_Size,2000000,2300000
Elizabethkingia_anophelis,N50,116000.0,
Elizabethkingia_anophelis,no_of_contigs,,110
Elizabethkingia_anophelis,GC_Content,35,36
Elizabethkingia_anophelis,Completeness,94.0,
Elizabethkingia_anophelis,Contamination,,6
Elizabethkingia_anophelis,Total_Coding_Sequences,3400,4200
Elizabethkingia_anophelis,Genome_Size,3800000,4400000
Enterobacter_roggenkampii,N50,46000.0,
Enterobacter_roggenkampii,no_of_contigs,,590
Enterobacter_roggenkampii,GC_Content,55,57
Enterobacter_roggenkampii,Completeness,94.0,
Enterobacter_roggenkampii,Contamination,,2
Enterobacter_roggenkampii,Total_Coding_Sequences,4100,5700
Enterobacter_roggenkampii,Genome_Size,4500000,5700000
Pediococcus_pentosaceus,N50,209000.0,
Pediococcus_pentosaceus,no_of_contigs,,50
Pediococcus_pentosaceus,GC_Content,37,38
Pediococcus_pentosaceus,Completeness,84.0,
Pediococcus_pentosaceus,Contamination,,9
Pediococcus_pentosaceus,Total_Coding_Sequences,1600,2200
Pediococcus_pentosaceus,Genome_Size,1600000,2100000
Bacillus_velezensis,N50,145000.0,
Bacillus_velezensis,no_of_contigs,,120
Bacillus_velezensis,GC_Content,45,47
Bacillus_velezensis,Completeness,96.0,
Bacillus_velezensis,Contamination,,2
Bacillus_velezensis,Total_Coding_Sequences,3600,4500
Bacillus_velezensis,Genome_Size,3700000,4400000
Mycobacterium_abscessus,N50,74000.0,
Mycobacterium_abscessus,no_of_contigs,,180
Mycobacterium_abscessus,GC_Content,63,65
Mycobacterium_abscessus,Completeness,95.0,
Mycobacterium_abscessus,Contamination,,3
Mycobacterium_abscessus,Total_Coding_Sequences,4600,5800
Mycobacterium_abscessus,Genome_Size,4600000,5600000
Pseudomonas_fluorescens,N50,44000.0,
Pseudomonas_fluorescens,no_of_contigs,,330
Pseudomonas_fluorescens,GC_Content,58,64
Pseudomonas_fluorescens,Completeness,95.0,
Pseudomonas_fluorescens,Contamination,,4
Pseudomonas_fluorescens,Total_Coding_Sequences,5000,6900
Pseudomonas_fluorescens,Genome_Size,5500000,7500000
Bifidobacterium_dentium,N50,101000.0,
Bifidobacterium_dentium,no_of_contigs,,70
Bifidobacterium_dentium,GC_Content,58,59
Bifidobacterium_dentium,Completeness,88.0,
Bifidobacterium_dentium,Contamination,,6
Bifidobacterium_dentium,Total_Coding_Sequences,1900,2500
Bifidobacterium_dentium,Genome_Size,2400000,2800000
Haemophilus_parainfluenzae,N50,11000.0,
Haemophilus_parainfluenzae,no_of_contigs,,330
Haemophilus_parainfluenzae,GC_Content,39,40
Haemophilus_parainfluenzae,Completeness,98.0,
Haemophilus_parainfluenzae,Contamination,,2
Haemophilus_parainfluenzae,Total_Coding_Sequences,1700,2300
Haemophilus_parainfluenzae,Genome_Size,1800000,2300000
Borreliella_afzelii,N50,12000.0,
Borreliella_afzelii,no_of_contigs,,430
Borreliella_afzelii,GC_Content,27,29
Borreliella_afzelii,Completeness,95.0,
Borreliella_afzelii,Contamination,,2
Borreliella_afzelii,Total_Coding_Sequences,800,1700
Borreliella_afzelii,Genome_Size,900000,1500000
Vibrio_cholerae,N50,77000.0,
Vibrio_cholerae,no_of_contigs,,230
Vibrio_cholerae,GC_Content,47,48
Vibrio_cholerae,Completeness,95.0,
Vibrio_cholerae,Contamination,,5
Vibrio_cholerae,Total_Coding_Sequences,3400,4200
Vibrio_cholerae,Genome_Size,3800000,4500000
Streptococcus_mutans,N50,74000.0,
Streptococcus_mutans,no_of_contigs,,80
Streptococcus_mutans,GC_Content,36,38
Streptococcus_mutans,Completeness,94.0,
Streptococcus_mutans,Contamination,,3
Streptococcus_mutans,Total_Coding_Sequences,1800,2100
Streptococcus_mutans,Genome_Size,1900000,2200000
Staphylococcus_equorum,N50,244000.0,
Staphylococcus_equorum,no_of_contigs,,60
Staphylococcus_equorum,GC_Content,32,34
Staphylococcus_equorum,Completeness,96.0,
Staphylococcus_equorum,Contamination,,2
Staphylococcus_equorum,Total_Coding_Sequences,2500,3000
Staphylococcus_equorum,Genome_Size,2600000,3000000
Morganella_morganii,N50,44000.0,
Morganella_morganii,no_of_contigs,,240
Morganella_morganii,GC_Content,50,52
Morganella_morganii,Completeness,84.0,
Morganella_morganii,Contamination,,21
Morganella_morganii,Total_Coding_Sequences,3400,4400
Morganella_morganii,Genome_Size,3600000,4500000
Klebsiella_planticola,N50,77000.0,
Klebsiella_planticola,no_of_contigs,,390
Klebsiella_planticola,GC_Content,54,56
Klebsiella_planticola,Completeness,99.0,
Klebsiella_planticola,Contamination,,4
Klebsiella_planticola,Total_Coding_Sequences,4900,6700
Klebsiella_planticola,Genome_Size,5200000,6800000
Streptococcus_uberis,N50,40000.0,
Streptococcus_uberis,no_of_contigs,,120
Streptococcus_uberis,GC_Content,36,37
Streptococcus_uberis,Completeness,98.0,
Streptococcus_uberis,Contamination,,2
Streptococcus_uberis,Total_Coding_Sequences,1700,2200
Streptococcus_uberis,Genome_Size,1700000,2200000
Aeromonas_dhakensis,N50,61000.0,
Aeromonas_dhakensis,no_of_contigs,,180
Aeromonas_dhakensis,GC_Content,60,62
Aeromonas_dhakensis,Completeness,96.0,
Aeromonas_dhakensis,Contamination,,1
Aeromonas_dhakensis,Total_Coding_Sequences,4100,4700
Aeromonas_dhakensis,Genome_Size,4600000,5100000
Bacillus_mycoides,N50,7000.0,
Bacillus_mycoides,no_of_contigs,,1180
Bacillus_mycoides,GC_Content,35,36
Bacillus_mycoides,Completeness,98.0,
Bacillus_mycoides,Contamination,,3
Bacillus_mycoides,Total_Coding_Sequences,5200,7000
Bacillus_mycoides,Genome_Size,5200000,6600000
Serratia_marcescens,N50,55000.0,
Serratia_marcescens,no_of_contigs,,230
Serratia_marcescens,GC_Content,58,61
Serratia_marcescens,Completeness,90.0,
Serratia_marcescens,Contamination,,9
Serratia_marcescens,Total_Coding_Sequences,4500,5800
Serratia_marcescens,Genome_Size,4800000,5900000
Streptococcus_oralis,N50,54000.0,
Streptococcus_oralis,no_of_contigs,,130
Streptococcus_oralis,GC_Content,39,42
Streptococcus_oralis,Completeness,96.0,
Streptococcus_oralis,Contamination,,2
Streptococcus_oralis,Total_Coding_Sequences,1700,2200
Streptococcus_oralis,Genome_Size,1700000,2200000
Corynebacterium_diphtheriae,N50,62000.0,
Corynebacterium_diphtheriae,no_of_contigs,,110
Corynebacterium_diphtheriae,GC_Content,53,54
Corynebacterium_diphtheriae,Completeness,95.0,
Corynebacterium_diphtheriae,Contamination,,2
Corynebacterium_diphtheriae,Total_Coding_Sequences,2100,2600
Corynebacterium_diphtheriae,Genome_Size,2300000,2600000
Staphylococcus_capitis,N50,39000.0,
Staphylococcus_capitis,no_of_contigs,,150
Staphylococcus_capitis,GC_Content,32,34
Staphylococcus_capitis,Completeness,97.0,
Staphylococcus_capitis,Contamination,,1
Staphylococcus_capitis,Total_Coding_Sequences,2200,2700
Staphylococcus_capitis,Genome_Size,2300000,2800000
Pseudomonas_asiatica,N50,37000.0,
Pseudomonas_asiatica,no_of_contigs,,350
Pseudomonas_asiatica,GC_Content,61,64
Pseudomonas_asiatica,Completeness,96.0,
Pseudomonas_asiatica,Contamination,,3
Pseudomonas_asiatica,Total_Coding_Sequences,5100,6400
Pseudomonas_asiatica,Genome_Size,5500000,6700000
Pseudomonas_marginalis,N50,34000.0,
Pseudomonas_marginalis,no_of_contigs,,350
Pseudomonas_marginalis,GC_Content,59,61
Pseudomonas_marginalis,Completeness,99.0,
Pseudomonas_marginalis,Contamination,,8
Pseudomonas_marginalis,Total_Coding_Sequences,6000,7100
Pseudomonas_marginalis,Genome_Size,6600000,7600000
Corynebacterium_pseudodiphtheriticum,N50,105000.0,
Corynebacterium_pseudodiphtheriticum,no_of_contigs,,80
Corynebacterium_pseudodiphtheriticum,GC_Content,55,56
Corynebacterium_pseudodiphtheriticum,Completeness,98.0,
Corynebacterium_pseudodiphtheriticum,Contamination,,1
Corynebacterium_pseudodiphtheriticum,Total_Coding_Sequences,2000,2300
Corynebacterium_pseudodiphtheriticum,Genome_Size,2200000,2500000
Ralstonia_solanacearum,N50,36000.0,
Ralstonia_solanacearum,no_of_contigs,,380
Ralstonia_solanacearum,GC_Content,66,67
Ralstonia_solanacearum,Completeness,90.0,
Ralstonia_solanacearum,Contamination,,5
Ralstonia_solanacearum,Total_Coding_Sequences,4300,5300
Ralstonia_solanacearum,Genome_Size,5000000,5900000
Achromobacter_xylosoxidans,N50,33000.0,
Achromobacter_xylosoxidans,no_of_contigs,,450
Achromobacter_xylosoxidans,GC_Content,65,69
Achromobacter_xylosoxidans,Completeness,91.0,
Achromobacter_xylosoxidans,Contamination,,10
Achromobacter_xylosoxidans,Total_Coding_Sequences,5600,6900
Achromobacter_xylosoxidans,Genome_Size,6200000,7400000
Yersinia_intermedia,N50,52000.0,
Yersinia_intermedia,no_of_contigs,,310
Yersinia_intermedia,GC_Content,47,48
Yersinia_intermedia,Completeness,98.0,
Yersinia_intermedia,Contamination,,3
Yersinia_intermedia,Total_Coding_Sequences,4100,5100
Yersinia_intermedia,Genome_Size,4600000,5400000
Cronobacter_turicensis,N50,194000.0,
Cronobacter_turicensis,no_of_contigs,,110
Cronobacter_turicensis,GC_Content,56,58
Cronobacter_turicensis,Completeness,98.0,
Cronobacter_turicensis,Contamination,,2
Cronobacter_turicensis,Total_Coding_Sequences,3900,4500
Cronobacter_turicensis,Genome_Size,4300000,4900000
Agrobacterium_fabacearum,N50,274000.0,
Agrobacterium_fabacearum,no_of_contigs,,110
Agrobacterium_fabacearum,GC_Content,57,61
Agrobacterium_fabacearum,Completeness,88.0,
Agrobacterium_fabacearum,Contamination,,16
Agrobacterium_fabacearum,Total_Coding_Sequences,4300,6200
Agrobacterium_fabacearum,Genome_Size,4600000,6500000
Citrobacter_freundii,N50,58000.0,
Citrobacter_freundii,no_of_contigs,,320
Citrobacter_freundii,GC_Content,51,53
Citrobacter_freundii,Completeness,92.0,
Citrobacter_freundii,Contamination,,11
Citrobacter_freundii,Total_Coding_Sequences,4400,6200
Citrobacter_freundii,Genome_Size,4600000,6100000
Janthinobacterium_lividum,N50,14000.0,
Janthinobacterium_lividum,no_of_contigs,,860
Janthinobacterium_lividum,GC_Content,62,63
Janthinobacterium_lividum,Completeness,99.0,
Janthinobacterium_lividum,Contamination,,9
Janthinobacterium_lividum,Total_Coding_Sequences,5300,6100
Janthinobacterium_lividum,Genome_Size,6000000,6800000
Streptococcus_parasanguinis,N50,59000.0,
Streptococcus_parasanguinis,no_of_contigs,,90
