metric,distribution,mean,std,median,q1,q3,iqr,min,max,lower_bound,upper_bound,MY_LOWER,MY_UPPER,species,count,refseq_count,refseq_distribution,refseq_mean,refseq_std,refseq_median,refseq_q1,refseq_q3,refseq_iqr,refseq_min,refseq_max,refseq_lower_bound,refseq_upper_bound,KS_statistic,KS_p_value,Wasserstein_Distance
N50,non-normal,159196.03503184713,51827.14747357007,154028.0,124301.0,185459.0,61158.0,54363.0,432803.0,59657.94,401652.1050000003,59657.94,401652.11,Xanthomonas_campestris,628,0,,,,,,,,,,,,,,
number,non-normal,129.7675159235669,31.782653035213293,128.5,111.0,151.25,40.25,26.0,245.0,40.135,213.0,40.14,213.0,Xanthomonas_campestris,628,0,,,,,,,,,,,,,,
longest,non-normal,405600.9315286625,137053.47932299387,401403.0,296750.75,460474.0,163723.25,147215.0,1241699.0,193565.225,989317.3000000006,193565.22,989317.3,Xanthomonas_campestris,628,0,,,,,,,,,,,,,,
GC_Content,non-normal,0.6510783662420382,0.0010010265429808,0.6509609999999999,0.650303,0.651575,0.001272,0.645686,0.6546609999999999,0.648907035,0.654119055,0.6485,0.6568,Xanthomonas_campestris,628,193,non-normal,0.6512347357512954,0.0012692307970511,0.651043,0.650317,0.652079,0.0017619999999999,0.648456,0.656821,0.64876128,0.65407828,0.1696148641959011,0.0003455241479037,0.0002918366060526
Completeness_Specific,non-normal,100.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,94.13,100.0,Xanthomonas_campestris,628,193,non-normal,98.71025906735753,0.8021573471383545,98.98,98.37,99.26,0.8900000000000006,94.13,99.64,94.4564,99.64,1.0,2.1897412748206143e-193,1.289740932642487
Contamination,non-normal,0.1321337579617834,0.1089084577638574,0.11,0.03,0.24,0.21,0.0,0.52,0.0,0.4119000000000005,0.0,3.46,Xanthomonas_campestris,628,193,non-normal,1.2145077720207254,0.4268087280669216,1.18,0.9,1.4,0.4999999999999999,0.54,3.46,0.588,3.0471999999999966,1.0,2.1897412748206143e-193,1.0823740140589415
Total_Coding_Sequences,normal,4307.136942675159,92.05827757259884,4313.5,4243.75,4375.0,131.25,4047.0,4625.0,4104.27,4559.325,4104.27,4659.0,Xanthomonas_campestris,628,193,non-normal,4403.445595854922,102.88339591099545,4407.0,4317.0,4484.0,167.0,4185.0,4659.0,4189.8,4633.08,0.4006550938912907,8.889576960774489e-22,96.30865317976304
Genome_Size,non-normal,5027662.417197452,67228.22731157293,5028478.0,4981389.5,5073443.0,92053.5,4804361.0,5277491.0,4872174.805,5252314.17,4815442.0,5289785.0,Xanthomonas_campestris,628,193,normal,5048001.21761658,90149.45383569956,5051497.0,4973290.0,5115807.0,142517.0,4815442.0,5289785.0,4867650.64,5262385.64,0.2369228738325468,8.982954415706024e-08,28028.39452493317
N50,non-normal,204600.42,85405.79327362363,194798.0,143318.5,237452.75,94134.25,51304.0,383514.0,61387.575,381367.655,61387.58,381367.66,Dichelobacter_nodosus,150,0,,,,,,,,,,,,,,
number,non-normal,32.973333333333336,16.680506253974695,28.0,22.25,40.75,18.5,9.0,95.0,9.745,94.255,9.74,94.26,Dichelobacter_nodosus,150,0,,,,,,,,,,,,,,
longest,normal,304878.5933333333,73233.60984940332,315211.0,241548.25,346908.0,105359.75,111762.0,477661.0,134099.335,458717.1399999999,134099.34,458717.14,Dichelobacter_nodosus,150,0,,,,,,,,,,,,,,
GC_Content,non-normal,0.4406063866666667,0.001380381115425,0.4403735,0.4396204999999999,0.4409794999999999,0.0013589999999999,0.438206,0.4441819999999999,0.43827454,0.44411793,0.4383,0.4441,Dichelobacter_nodosus,150,1,insufficient_data,0.443958,0.0,0.443958,0.443958,0.443958,0.0,0.443958,0.443958,0.443958,0.443958,0.9733333333333334,0.0662251655629139,0.0033590133333333
Completeness_Specific,non-normal,100.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,99.12,100.0,Dichelobacter_nodosus,150,1,insufficient_data,99.12,0.0,99.12,99.12,99.12,0.0,99.12,99.12,99.12,99.12,1.0,0.0132450331125827,0.8799999999999955
Contamination,non-normal,0.0964666666666666,0.5832485309787664,0.0,0.0,0.0,0.0,0.0,4.52,0.0,4.043199999999997,0.0,4.04,Dichelobacter_nodosus,150,1,insufficient_data,0.2,0.0,0.2,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.96,0.0927152317880794,0.2782000000000001
Total_Coding_Sequences,non-normal,1267.02,52.55187532334122,1256.5,1219.5,1289.75,70.25,1202.0,1409.0,1203.49,1406.765,1203.49,1406.76,Dichelobacter_nodosus,150,1,insufficient_data,1352.0,0.0,1352.0,1352.0,1352.0,0.0,1352.0,1352.0,1352.0,1352.0,0.92,0.1721854304635761,89.84666666666666
Genome_Size,non-normal,1349921.84,42120.76530866615,1341179.5,1313971.0,1370030.75,56059.75,1295699.0,1458752.0,1296774.035,1458286.375,1296774.03,1458286.38,Dichelobacter_nodosus,150,1,insufficient_data,1389350.0,0.0,1389350.0,1389350.0,1389350.0,0.0,1389350.0,1389350.0,1389350.0,1389350.0,0.8066666666666666,0.3973509933774837,51911.76
N50,non-normal,217572.77300591944,146211.63017885704,166943.0,125388.0,281911.0,156523.0,11359.0,886936.0,26378.61,752547.78,26378.61,752547.78,Staphylococcus_aureus,113862,0,,,,,,,,,,,,,,
number,non-normal,69.19118757794523,39.74907982687712,60.0,44.0,80.0,36.0,14.0,448.0,23.0,272.0,23.0,272.0,Staphylococcus_aureus,113862,0,,,,,,,,,,,,,,
longest,non-normal,472746.5921290685,239509.9252102132,418566.0,300428.0,597889.75,297461.75,41539.0,1409092.0,89955.44,1274829.2899999998,89955.44,1274829.29,Staphylococcus_aureus,113862,0,,,,,,,,,,,,,,
GC_Content,non-normal,0.3271849403839736,0.0006179376367834,0.3271309999999999,0.3267819999999999,0.327541,0.000759,0.324778,0.33378,0.325827,0.3289849999999999,0.3258,0.3309,Staphylococcus_aureus,113862,1682,non-normal,0.3285355112960761,0.0006690997076064,0.3285005,0.328111,0.3289045,0.0007935,0.326452,0.330933,0.327026405,0.33069619,0.7201129907324032,0.0,0.0013507896857056
Completeness_Specific,non-normal,99.99997988793451,0.0024186069580483,100.0,100.0,100.0,0.0,99.27,100.0,100.0,100.0,95.5,100.0,Staphylococcus_aureus,113862,1682,non-normal,98.1797681331748,0.573741091792612,98.29,97.94,98.61,0.6700000000000017,95.5,98.97,95.9843,98.9,1.0,0.0,1.8202117547597256
Contamination,non-normal,0.205059897068381,0.1883176839814538,0.13,0.09,0.26,0.17,0.0,2.43,0.04,1.18,0.04,3.33,Staphylococcus_aureus,113862,1682,non-normal,0.5291379310344827,0.2908663613934236,0.39,0.39,0.58,0.1899999999999999,0.14,3.33,0.3,2.0019000000000005,0.8184810717841032,0.0,0.3240780339661018
Total_Coding_Sequences,non-normal,2626.2524108130897,91.42474772325414,2619.0,2561.0,2687.0,126.0,2387.0,3072.0,2436.0,2893.0,2436.0,3331.0,Staphylococcus_aureus,113862,1682,non-normal,2840.516646848989,101.01077759419164,2827.5,2766.0,2911.0,145.0,2605.0,3331.0,2645.0,3164.38,0.7526557953803977,0.0,214.26423603589976
Genome_Size,non-normal,2800618.432523581,66250.51913645874,2796753.0,2753741.25,2843905.75,90164.5,2573304.0,3112305.0,2661494.185,3005982.425,2661494.18,3218685.0,Staphylococcus_aureus,113862,1682,non-normal,2844549.9316290133,77116.23289181838,2834499.0,2789582.75,2897645.0,108062.25,2664662.0,3218685.0,2693711.695,3096993.045,0.230686849974282,4.705667303756087e-78,43931.49910543191
N50,non-normal,225744.2866242038,137643.95882643983,201986.0,114929.0,295775.0,180846.0,26867.0,645340.0,32589.08,601169.3799999999,32589.08,601169.38,Pseudomonas_putida,157,0,,,,,,,,,,,,,,
number,non-normal,152.14012738853503,89.95196585118819,136.0,89.0,196.0,107.0,29.0,645.0,29.0,462.4799999999997,29.0,462.48,Pseudomonas_putida,157,0,,,,,,,,,,,,,,
longest,non-normal,588776.2420382166,311943.2115583583,504577.0,388560.0,760317.0,371757.0,122219.0,2065254.0,136189.58,1816821.66,136189.58,1816821.66,Pseudomonas_putida,157,0,,,,,,,,,,,,,,
GC_Content,non-normal,0.6185996878980892,0.0072192880975257,0.619481,0.616569,0.621959,0.00539,0.598942,0.636081,0.59970406,0.63484548,0.5923,0.6348,Pseudomonas_putida,157,92,non-normal,0.6167247608695653,0.005623337092111,0.6159125000000001,0.6150644999999999,0.61902775,0.00396325,0.592265,0.631895,0.597048415,0.630990915,0.3685267238991969,1.5351704063148664e-07,0.0030275420936028
Completeness_Specific,non-normal,99.99987261146497,0.0011214533032909,100.0,100.0,100.0,0.0,99.99,100.0,99.99,100.0,95.52,100.0,Pseudomonas_putida,157,91,non-normal,99.10593406593406,0.9192854105131724,99.48,99.065,99.65,0.585000000000008,95.52,99.9,96.006,99.9,1.0,6.107200596933184e-70,0.8939385455309001
Contamination,non-normal,0.4780891719745223,0.3730083139012343,0.41,0.16,0.71,0.5499999999999999,0.0,1.63,0.0078,1.5598,0.01,9.85,Pseudomonas_putida,157,91,non-normal,1.0207692307692309,1.3268298422412896,0.39,0.14,1.545,1.4049999999999998,0.14,9.85,0.14,7.509999999999986,0.3041926226639602,3.184924396422323e-05,0.5571351578357946
Total_Coding_Sequences,normal,5782.777070063694,462.67708400158017,5804.0,5473.0,6131.0,658.0,4558.0,6766.0,4604.02,6708.28,4604.02,7087.0,Pseudomonas_putida,157,92,non-normal,5732.141304347826,352.0678844349092,5717.0,5507.75,5895.5,387.75,5082.0,7087.0,5088.825,6887.710000000001,0.1808363334256438,0.0384264028021431,136.04340902797009
Genome_Size,normal,6305105.949044586,423373.1619095128,6326426.0,6070820.0,6635465.0,564645.0,5137631.0,7071445.0,5157521.0,7069270.36,5157521.0,7467685.0,Pseudomonas_putida,157,92,non-normal,6214085.380434782,344607.3092840554,6185200.0,5977620.0,6370682.25,393062.25,5470082.0,7467685.0,5514828.975,7307044.975000001,0.2482691775131542,0.0012167192963041,147017.64088895044
N50,non-normal,361407.9712092131,173174.68025706138,339204.0,233977.0,449346.0,215369.0,54425.0,1021479.0,68540.0,815732.1999999996,68540.0,815732.2,Vibrio_alginolyticus,521,0,,,,,,,,,,,,,,
number,non-normal,111.3704414587332,29.845202188343094,104.0,91.0,123.0,32.0,63.0,263.0,68.2,219.9999999999999,68.2,220.0,Vibrio_alginolyticus,521,0,,,,,,,,,,,,,,
longest,non-normal,839704.0556621881,357352.3024852631,763053.0,595273.0,1083302.0,488029.0,146610.0,1858519.0,231693.2,1858163.6,231693.2,1858163.6,Vibrio_alginolyticus,521,0,,,,,,,,,,,,,,
GC_Content,non-normal,0.4456276372360844,0.0006054951566421,0.445617,0.4452689999999999,0.446011,0.000742,0.443592,0.449913,0.4438034,0.4471814,0.443,0.4483,Vibrio_alginolyticus,521,49,normal,0.4458868775510204,0.0013999476467274,0.446176,0.445122,0.446881,0.0017589999999999,0.442982,0.448266,0.44299712,0.44821128,0.3778839750871557,3.024580044408467e-06,0.0008231854753417
Completeness_Specific,non-normal,99.9999424184261,0.0007566373644697,100.0,100.0,100.0,0.0,99.99,100.0,99.996,100.0,95.05,100.0,Vibrio_alginolyticus,521,49,non-normal,98.95244897959184,1.0041231947595166,99.39,98.61,99.52,0.9099999999999966,95.05,99.6,95.2372,99.6,1.0,9.32906218867908e-72,1.0474934388342692
Contamination,non-normal,0.0605182341650671,0.0908518026865311,0.04,0.01,0.06,0.0499999999999999,0.0,0.7,0.0,0.5259999999999991,0.0,3.76,Vibrio_alginolyticus,521,49,normal,1.919591836734694,0.8103915888509085,1.78,1.39,2.35,0.9600000000000002,0.62,3.76,0.6392,3.7504,0.9980806142034548,4.664531094339546e-70,1.8590736025696264
Total_Coding_Sequences,non-normal,4742.447216890595,106.35702737254806,4735.0,4673.0,4802.0,129.0,4489.0,5246.0,4507.6,5066.599999999999,4483.0,5299.0,Vibrio_alginolyticus,521,49,normal,4876.836734693878,179.19916487355232,4873.0,4732.0,4959.0,227.0,4483.0,5299.0,4519.96,5280.76,0.4096909397156175,2.67743901492507e-07,135.8951780328254
Genome_Size,non-normal,5239189.153550863,92949.35150184568,5263230.0,5173696.0,5285544.0,111848.0,4986505.0,5658702.0,5018798.2,5488378.399999999,4895483.0,5724939.0,Vibrio_alginolyticus,521,49,normal,5340507.0,179857.29308889675,5338402.0,5208806.0,5407561.0,198755.0,4895483.0,5724939.0,4948849.16,5712735.24,0.3962552391398018,7.643294440543645e-07,107115.20435583062
N50,normal,290543.60215053766,69598.4995731299,306806.0,243767.5,327633.0,83865.5,118458.0,543970.0,133753.8,543970.0,133753.8,543970.0,Pseudomonas_glycinae,186,0,,,,,,,,,,,,,,
number,non-normal,81.55376344086021,23.83319749930365,75.5,62.25,93.0,30.75,53.0,195.0,53.0,151.5249999999995,53.0,151.52,Pseudomonas_glycinae,186,0,,,,,,,,,,,,,,
longest,normal,628372.9032258064,142048.88596725784,676422.0,527342.0,741695.0,214353.0,323804.0,1016079.0,323887.25,1015777.45,323887.25,1015777.45,Pseudomonas_glycinae,186,0,,,,,,,,,,,,,,
GC_Content,non-normal,0.6055517849462365,6.211277455267931e-05,0.6055225,0.605507,0.6055809999999999,7.399999999990747e-05,0.605417,0.605758,0.6054429,0.6057506,0.6048,0.6058,Pseudomonas_glycinae,186,1,insufficient_data,0.604786,0.0,0.604786,0.604786,0.604786,0.0,0.604786,0.604786,0.604786,0.604786,1.0,0.0106951871657754,0.0007657849462365
Completeness_Specific,non-normal,99.99967741935482,0.0017668469596949,100.0,100.0,100.0,0.0,99.99,100.0,99.99,100.0,98.72,100.0,Pseudomonas_glycinae,186,1,insufficient_data,98.72,0.0,98.72,98.72,98.72,0.0,98.72,98.72,98.72,98.72,1.0,0.0106951871657754,1.2796774193548397
Contamination,non-normal,2.009408602150537,0.0393929027391744,2.01,2.01,2.01,0.0,1.91,2.33,1.91,2.32075,1.91,4.6,Pseudomonas_glycinae,186,1,insufficient_data,4.6,0.0,4.6,4.6,4.6,0.0,4.6,4.6,4.6,4.6,1.0,0.0106951871657754,2.590591397849462
Total_Coding_Sequences,non-normal,5762.758064516129,11.0385718900672,5759.0,5755.25,5767.0,11.75,5746.0,5809.0,5747.85,5804.375,5747.85,5867.0,Pseudomonas_glycinae,186,1,insufficient_data,5867.0,0.0,5867.0,5867.0,5867.0,0.0,5867.0,5867.0,5867.0,5867.0,1.0,0.0106951871657754,104.24193548387096
Genome_Size,non-normal,6406382.010752688,6346.346153910982,6403187.0,6402213.5,6411498.0,9284.5,6392998.0,6429952.0,6393889.7,6422280.975,6393889.7,6422280.98,Pseudomonas_glycinae,186,1,insufficient_data,6396728.0,0.0,6396728.0,6396728.0,6396728.0,0.0,6396728.0,6396728.0,6396728.0,6396728.0,0.946236559139785,0.1176470588235295,9819.483870967742
N50,non-normal,217401.26041666663,207747.34848863215,168588.5,32526.5,327071.5,294545.0,11170.0,754809.0,11869.06,662397.4699999988,11869.06,662397.47,Bifidobacterium_breve,192,0,,,,,,,,,,,,,,
number,non-normal,95.234375,91.28625002353516,47.0,28.0,145.25,117.25,7.0,404.0,7.0,403.045,7.0,403.04,Bifidobacterium_breve,192,0,,,,,,,,,,,,,,
longest,non-normal,383544.4270833333,296429.3474831856,343493.0,94291.0,607606.25,513315.25,37234.0,1065402.0,46826.02,997342.0149999992,46826.02,997342.01,Bifidobacterium_breve,192,0,,,,,,,,,,,,,,
GC_Content,non-normal,0.5877730104166666,0.0011875256970446,0.588071,0.5866782500000001,0.5886752500000001,0.001997,0.584983,0.5908829999999999,0.5851825949999999,0.59040741,0.5852,0.5938,Bifidobacterium_breve,192,53,non-normal,0.5880022452830188,0.0017642877862373,0.587773,0.586892,0.58888,0.0019879999999999,0.585259,0.593758,0.58530918,0.59354116,0.2042059748427672,0.0526350491575204,0.0004412692610062
Completeness_Specific,non-normal,99.90796875,0.1508397986499945,99.96,99.9,99.98,0.0799999999999983,99.08,99.99,99.12775,99.99,94.55,99.99,Bifidobacterium_breve,192,53,non-normal,98.16283018867924,0.913810965461718,98.36,97.78,98.71,0.9299999999999926,94.55,99.61,94.8178,99.61,0.9479166666666666,1.1906365298091678e-43,1.7451385613207555
Contamination,non-normal,1.5896354166666666,2.9214457344915705,0.11,0.07,1.95,1.88,0.01,14.44,0.01,12.501349999999976,0.01,12.5,Bifidobacterium_breve,192,53,non-normal,0.9552830188679244,0.9117153721970034,0.72,0.27,1.14,0.8699999999999999,0.15,4.14,0.1734,4.0178,0.6217570754716981,1.02277208093323e-15,1.2207989386792455
Total_Coding_Sequences,non-normal,2026.8125,110.40076733013832,2008.5,1945.75,2081.5,135.75,1840.0,2427.0,1841.91,2372.564999999999,1841.91,2372.56,Bifidobacterium_breve,192,53,non-normal,2068.3584905660377,101.07835450117402,2023.0,1995.0,2108.0,113.0,1942.0,2369.0,1944.34,2366.4,0.297562893081761,0.0009334547026539,42.16057389937107
Genome_Size,non-normal,2348104.145833333,79011.39135638913,2336433.5,2282169.75,2389195.25,107025.5,2200810.0,2568621.0,2201031.56,2567893.29,2201031.56,2589602.0,Bifidobacterium_breve,192,53,non-normal,2352416.981132076,80072.65157448861,2324647.0,2289686.0,2411276.0,121590.0,2247738.0,2589602.0,2252370.94,2575686.54,0.1549724842767295,0.2410813754498757,15108.043828616355
N50,non-normal,153237.2071005917,57656.151632343484,154061.0,102311.0,194832.0,92521.0,53738.0,356591.0,55166.0,326360.2399999999,55166.0,326360.24,Streptococcus_salivarius,169,0,,,,,,,,,,,,,,
number,normal,57.11242603550296,18.4263870328604,57.0,42.0,67.0,25.0,21.0,113.0,26.88,108.79999999999998,26.88,108.8,Streptococcus_salivarius,169,0,,,,,,,,,,,,,,
longest,non-normal,334178.8875739645,121746.58313723186,308628.0,234018.0,416990.0,182972.0,127184.0,681025.0,128520.44,665781.5199999999,128520.44,665781.52,Streptococcus_salivarius,169,0,,,,,,,,,,,,,,
GC_Content,non-normal,0.3978722840236687,0.0019399528152116,0.397999,0.396729,0.399384,0.002655,0.392915,0.40141,0.39308888,0.40101184,0.3931,0.4024,Streptococcus_salivarius,169,38,normal,0.3991827631578946,0.0023300074478558,0.3994165,0.39763475,0.40131,0.00367525,0.394359,0.402441,0.394366955,0.4023962299999999,0.364528184366241,0.0003384578683425,0.0013162318592338
Completeness_Specific,non-normal,99.99325443786982,0.0065768372336274,99.99,99.99,100.0,0.0100000000000051,99.97,100.0,99.97,100.0,93.91,100.0,Streptococcus_salivarius,169,38,normal,96.88684210526311,1.400039670985222,96.995,95.995,97.9675,1.9724999999999968,93.91,99.45,93.96365,99.38525,1.0,3.852386389152267e-42,3.1064123326066624
Contamination,non-normal,0.1916568047337278,0.1953957612610477,0.1,0.06,0.27,0.21,0.01,0.84,0.01,0.8063999999999999,0.01,7.69,Streptococcus_salivarius,169,38,non-normal,1.831842105263158,1.548464188636697,1.48,0.74,2.2775,1.5375,0.55,7.69,0.55,7.530899999999998,0.9230769230769232,1.9688657483051623e-30,1.64018530052943
Total_Coding_Sequences,non-normal,2018.03550295858,88.82926202999984,2000.0,1952.0,2060.0,108.0,1871.0,2273.0,1876.04,2262.08,1876.04,2315.0,Streptococcus_salivarius,169,38,normal,2102.236842105264,96.7273526357588,2076.0,2029.0,2154.5,125.5,1945.0,2315.0,1947.96,2312.595,0.4805356586733105,4.5692754880924564e-07,84.20133914668327
Genome_Size,non-normal,2192311.520710059,89414.04824363261,2163612.0,2132588.0,2241745.0,109157.0,2045045.0,2439818.0,2056384.16,2429848.04,1999501.0,2442990.0,Streptococcus_salivarius,169,38,normal,2225827.289473684,99115.1886636819,2194440.0,2170704.75,2270878.75,100174.0,1999501.0,2442990.0,2018276.095,2439894.395,0.3022422921208346,0.0051695845346257,36820.62644036126
N50,non-normal,282025.0055555556,180420.2641403459,343829.0,80510.5,449506.0,368995.5,5209.0,650550.0,6718.865,641696.6599999999,6718.86,641696.66,Streptomyces_albidoflavus,180,0,,,,,,,,,,,,,,
number,non-normal,245.8,327.0167919575725,98.0,73.0,225.25,152.25,42.0,1914.0,46.475,1543.4699999999957,46.48,1543.47,Streptomyces_albidoflavus,180,0,,,,,,,,,,,,,,
longest,non-normal,710628.088888889,416481.4193246839,864822.5,250951.75,1090185.25,839233.5,37813.0,1353841.0,39662.07,1321549.3999999997,39662.07,1321549.4,Streptomyces_albidoflavus,180,0,,,,,,,,,,,,,,
GC_Content,non-normal,0.733430988888889,0.0011626541092063,0.7336450000000001,0.7332177499999999,0.733959,0.0007412500000001,0.727668,0.7360909999999999,0.7292315650000001,0.73553789,0.7292,0.7355,Streptomyces_albidoflavus,180,33,non-normal,0.7330974242424244,0.0008458844405029,0.73317,0.732705,0.733642,0.0009369999999999,0.730361,0.735186,0.7304394000000001,0.73499784,0.3752525252525252,0.0004969535634204,0.000484706060606
Completeness_Specific,non-normal,99.90805555555552,0.6382563898119645,100.0,100.0,100.0,0.0,94.3,100.0,95.3203,100.0,95.32,100.0,Streptomyces_albidoflavus,180,33,non-normal,99.27636363636364,0.4292263525320769,99.43,99.24,99.43,0.1900000000000119,97.19,99.53,97.4124,99.53,0.9777777777777776,2.285317352870685e-34,0.7003585858585825
Contamination,non-normal,0.1705555555555555,0.2674171153465067,0.06,0.04,0.1825,0.1425,0.0,1.89,0.0,1.6035999999999968,0.0,1.6,Streptomyces_albidoflavus,180,33,normal,0.7763636363636363,0.3042110330298359,0.82,0.63,1.01,0.38,0.13,1.42,0.13,1.42,0.7893939393939394,2.5569440149830797e-18,0.6126969696969696
Total_Coding_Sequences,non-normal,6109.9944444444445,321.19937555671663,6013.0,5854.0,6273.25,419.25,5725.0,8302.0,5774.225,7375.674999999989,5774.22,7375.67,Streptomyces_albidoflavus,180,33,normal,6216.575757575758,153.4223780254091,6253.0,6116.0,6319.0,203.0,5789.0,6461.0,5812.84,6455.4,0.4146464646464646,7.676513455381406e-05,185.58434343434345
Genome_Size,non-normal,6977792.877777778,247404.4648933684,6956387.0,6789634.25,7159357.25,369723.0,6452300.0,8764424.0,6505250.885,7738860.504999989,6341040.0,7738860.5,Streptomyces_albidoflavus,180,33,non-normal,7112094.333333333,196518.31513714805,7170504.0,7015337.0,7230796.0,215459.0,6341040.0,7362561.0,6413934.24,7355186.6,0.4141414141414141,7.833071273113117e-05,174636.4121212121
N50,non-normal,148148.44919786096,43562.79867252847,147102.0,116954.5,176510.5,59556.0,32482.0,309270.0,37628.62,291900.3899999999,37628.62,291900.39,Burkholderia_vietnamiensis,187,0,,,,,,,,,,,,,,
number,non-normal,154.5935828877005,56.73538881375016,144.0,114.0,177.0,63.0,80.0,468.0,82.79,397.3199999999995,82.79,397.32,Burkholderia_vietnamiensis,187,0,,,,,,,,,,,,,,
longest,non-normal,440041.0909090909,153613.44724843555,416873.0,327015.0,520154.5,193139.5,149066.0,992816.0,165420.98,953662.0699999996,165420.98,953662.07,Burkholderia_vietnamiensis,187,0,,,,,,,,,,,,,,
GC_Content,normal,0.6691288716577539,0.0026913370063825,0.66916,0.6673865,0.6711784999999999,0.0037919999999999,0.661296,0.674824,0.6629355899999999,0.67438318,0.6629,0.6744,Burkholderia_vietnamiensis,187,10,normal,0.6699624,0.0015111169511325,0.6698295000000001,0.6683702499999999,0.67146075,0.0030905000000001,0.668283,0.672333,0.6682830449999999,0.6723079799999999,0.374331550802139,0.1052585927327515,0.0011934385026738
Completeness_Specific,non-normal,99.99994652406416,0.0007293145292509,100.0,100.0,100.0,0.0,99.99,100.0,99.9993,100.0,98.62,100.0,Burkholderia_vietnamiensis,187,10,normal,99.597,0.4560054824231814,99.7,99.4425,100.0,0.5575000000000045,98.62,100.0,98.6362,100.0,0.6,0.0008798376048832,0.4029465240641712
Contamination,non-normal,0.5071122994652407,0.5580104106599383,0.25,0.09,0.8200000000000001,0.7300000000000001,0.0,2.51,0.0,2.4355999999999995,0.0,2.44,Burkholderia_vietnamiensis,187,7,insufficient_data,0.2314285714285714,0.1422702229088385,0.21,0.09,0.355,0.265,0.09,0.43,0.09,0.43,0.3850267379679144,0.2071793774573416,0.3019480519480519
Total_Coding_Sequences,normal,6277.951871657754,331.3012633471647,6280.0,6049.5,6491.5,442.0,5389.0,7075.0,5562.91,7060.12,5562.91,7060.12,Burkholderia_vietnamiensis,187,10,normal,6185.5,139.5286708888177,6242.0,6079.0,6284.75,205.75,5901.0,6388.0,5908.2,6383.41,0.381283422459893,0.0944352057878712,166.55133689839573
Genome_Size,normal,6966199.807486631,296724.6551740802,6970005.0,6787041.5,7147210.0,360168.5,6053624.0,7705261.0,6145780.49,7658204.859999999,6145780.49,7658204.86,Burkholderia_vietnamiensis,187,10,normal,6846211.6,113928.4676041945,6863390.5,6777219.75,6930474.75,153255.0,6606386.0,7018556.0,6612361.37,7014593.435,0.4614973262032085,0.0228226637427705,171194.69732620323
N50,non-normal,75550.8607142857,52276.68203222596,62009.5,42263.0,88371.75,46108.75,5575.0,267033.0,9356.995,250341.9,9357.0,250341.9,Micrococcus_luteus,280,0,,,,,,,,,,,,,,
number,non-normal,139.80357142857142,90.7489117689292,109.0,86.0,150.5,64.5,42.0,807.0,49.395,520.8100000000022,49.4,520.81,Micrococcus_luteus,280,0,,,,,,,,,,,,,,
longest,non-normal,196788.51428571428,97166.62989315136,181714.5,138734.5,247644.25,108909.75,28288.0,548413.0,36018.63,507558.1500000016,36018.63,507558.15,Micrococcus_luteus,280,0,,,,,,,,,,,,,,
GC_Content,non-normal,0.7300069642857143,0.0016628764296101,0.7302839999999999,0.7290657500000001,0.7311779999999999,0.0021122499999998,0.723704,0.733499,0.7250823949999999,0.733181285,0.7251,0.7332,Micrococcus_luteus,280,21,normal,0.7298896666666667,0.0011729834299699,0.730277,0.729208,0.730733,0.0015249999999999,0.727007,0.731443,0.727077,0.731433,0.2214285714285714,0.2540909998191095,0.0003957047619047
Completeness_Specific,non-normal,99.91553571428572,0.6301641499382098,99.99,99.98,100.0,0.019999999999996,91.18,100.0,95.974,100.0,92.37,100.0,Micrococcus_luteus,280,21,non-normal,97.13190476190478,2.1538749555772823,98.24,96.39,98.7,2.3100000000000023,92.37,98.93,92.396,98.907,0.9857142857142858,2.3533522670873196e-28,2.7921309523809503
Contamination,non-normal,0.3244285714285714,0.3845141116276701,0.22,0.02,0.5125,0.4924999999999999,0.0,2.83,0.0,1.8815000000000053,0.0,2.3,Micrococcus_luteus,280,21,non-normal,0.6271428571428572,0.4485547464292599,0.46,0.46,0.65,0.19,0.23,2.3,0.23,2.1849999999999983,0.5321428571428571,1.1595503712860697e-05,0.3065
Total_Coding_Sequences,non-normal,2336.828571428572,111.03827801111412,2320.0,2260.75,2379.25,118.5,2169.0,2892.0,2176.395,2869.235,2176.4,2869.24,Micrococcus_luteus,280,21,normal,2357.7619047619046,82.69387307407321,2341.0,2296.0,2385.0,89.0,2251.0,2548.0,2252.2,2546.5,0.2142857142857142,0.2884165283669745,32.89047619047619
Genome_Size,non-normal,2518835.2035714285,76167.04387250707,2515705.5,2460350.5,2564195.25,103844.75,2370055.0,2982654.0,2382742.11,2750189.385,2382742.11,2750189.38,Micrococcus_luteus,280,21,normal,2520522.285714286,74225.32524308786,2501097.0,2470643.0,2553002.0,82359.0,2414459.0,2686177.0,2416718.7,2683316.2,0.1130952380952381,0.9401081822217072,15153.158333333333
N50,non-normal,144652.61285885432,60480.77980124123,151348.5,102514.75,182574.0,80059.25,13400.0,508869.0,22860.495,334623.275,22860.5,334623.27,Campylobacter_jejuni,90148,0,,,,,,,,,,,,,,
number,non-normal,46.186315836180505,27.618078703604898,37.0,27.0,56.0,29.0,8.0,217.0,13.0,158.26499999999942,13.0,158.26,Campylobacter_jejuni,90148,0,,,,,,,,,,,,,,
