metric,median,q1,q3,min,max,upper_bound,lower_bound,MY_LOWER,MY_UPPER,species
Total_Coding_Sequences,1521.0,1482.0,1584.0,1458.0,1774.0,1746.1799999999998,1462.88,1462.88,1809.0,Campylobacter_lari
Genome_Size,1482751.0,1453667.0,1538421.0,1429083.0,1693680.0,1670449.8999999997,1435378.54,1435378.54,1791508.0,Campylobacter_lari
N50,221730.0,157566.5,269187.25,21080.0,563504.0,533148.0599999999,21813.88,21813.88,533148.06,Providencia_stuartii
number,118.0,92.0,150.75,46.0,476.0,452.3599999999997,54.525,54.52,452.36,Providencia_stuartii
longest,523064.0,359833.0,696749.0,68843.0,1346147.0,1330056.695,86703.56,86703.56,1330056.7,Providencia_stuartii
GC_Content,0.416,0.4132265,0.418002,0.411601,0.420321,0.419758515,0.41166562,0.4117,0.4198,Providencia_stuartii
Completeness_Specific,100.0,100.0,100.0,100.0,100.0,100.0,100.0,87.04,100.0,Providencia_stuartii
Contamination,0.25,0.18,0.3275,0.04,1.01,0.7203499999999992,0.05,0.05,9.33,Providencia_stuartii
Total_Coding_Sequences,4185.5,4063.25,4362.5,3800.0,4610.0,4553.02,3808.83,3808.83,4681.0,Providencia_stuartii
Genome_Size,4452721.5,4349559.75,4604176.75,4140156.0,4757462.0,4739403.77,4148828.92,4148828.92,4860614.0,Providencia_stuartii
N50,20269.0,19186.0,22006.0,7126.0,40468.0,36799.44999999999,8652.29,8652.29,36799.45,Mycoplasmopsis_bovis
number,169.0,156.0,185.0,92.0,330.0,269.5899999999999,102.41,102.41,269.59,Mycoplasmopsis_bovis
longest,66047.0,51483.0,66404.0,24669.0,109536.0,105812.0,29381.13,29381.13,105812.0,Mycoplasmopsis_bovis
GC_Content,0.293207,0.2928695,0.2939035,0.292083,0.297192,0.2963098999999999,0.29233982,0.29,0.2963,Mycoplasmopsis_bovis
Completeness_Specific,99.84,99.74,99.85,98.52,99.94,99.92,99.0146,92.22,99.92,Mycoplasmopsis_bovis
Contamination,0.85,0.81,0.9,0.26,1.52,1.4517999999999984,0.4941,0.07,7.76,Mycoplasmopsis_bovis
Total_Coding_Sequences,945.0,899.0,962.0,789.0,1095.0,1038.59,804.82,804.82,1038.59,Mycoplasmopsis_bovis
Genome_Size,980655.0,955576.5,992204.0,877959.0,1049627.0,1037306.9,895313.37,895313.37,1143450.0,Mycoplasmopsis_bovis
N50,82414.0,67747.5,104658.0,24344.0,247242.0,191816.34,32063.9,32063.9,191816.34,Helicobacter_pylori
number,51.0,42.0,62.0,20.0,175.0,129.35000000000036,22.0,22.0,129.35,Helicobacter_pylori
longest,225571.0,172186.5,267526.0,64641.0,654990.0,501895.4,82908.68,82908.68,501895.4,Helicobacter_pylori
GC_Content,0.389057,0.388144,0.390212,0.38511,0.393715,0.392672,0.38536032,0.3842,0.393,Helicobacter_pylori
Completeness_Specific,99.99,99.99,99.99,99.95,100.0,100.0,99.97,95.98,100.0,Helicobacter_pylori
Contamination,0.03,0.01,0.14,0.0,1.77,1.1367000000000007,0.0,0.0,1.14,Helicobacter_pylori
Total_Coding_Sequences,1568.0,1538.0,1597.0,1454.0,1700.0,1660.34,1477.0,1455.0,1677.0,Helicobacter_pylori
Genome_Size,1634002.0,1595053.5,1655298.0,1508313.0,1716873.0,1694090.98,1540147.34,1507930.0,1745797.0,Helicobacter_pylori
N50,161969.0,107423.5,231218.0,6218.0,786143.0,645841.0,8833.22,8833.22,645841.0,Clostridium_difficile
number,101.0,82.0,140.0,32.0,1066.0,794.0,49.0,49.0,794.0,Clostridium_difficile
longest,442002.5,276777.0,689890.0,27580.0,1960495.0,1375413.0149999997,46941.975,46941.98,1375413.01,Clostridium_difficile
GC_Content,0.284899,0.283931,0.286093,0.2797159999999999,0.2945959999999999,0.292382315,0.281587685,0.2816,0.296,Clostridium_difficile
Completeness_Specific,99.98,99.97,99.99,99.22,100.0,100.0,99.67,94.72,100.0,Clostridium_difficile
Contamination,0.45,0.33,0.71,0.02,4.11,1.43,0.11,0.11,3.03,Clostridium_difficile
Total_Coding_Sequences,3766.0,3687.0,3882.0,3447.0,4730.0,4281.314999999999,3488.0,3488.0,4281.31,Clostridium_difficile
Genome_Size,4139875.0,4085767.75,4224093.75,3782036.0,4826886.0,4509705.1,3865992.365,3865992.36,4509705.1,Clostridium_difficile
N50,65764.0,52592.0,78321.5,24489.0,122034.0,115100.50000000007,24812.4,24812.4,115100.5,Enterococcus_avium
number,217.0,186.5,253.0,110.0,401.0,384.34000000000015,111.96,111.96,384.34,Enterococcus_avium
longest,192890.0,163871.0,269286.0,89671.0,324678.0,324579.51,90666.19,90666.19,324579.51,Enterococcus_avium
GC_Content,0.390018,0.389463,0.3905385,0.3878589999999999,0.392626,0.3926161999999999,0.38787223,0.3853,0.3926,Enterococcus_avium
Completeness_Specific,99.99,99.98,100.0,99.82,100.0,100.0,99.8249,93.73,100.0,Enterococcus_avium
Contamination,2.16,1.78,2.85,1.02,3.81,3.6483000000000017,1.0396,1.04,10.2,Enterococcus_avium
Total_Coding_Sequences,4395.0,4288.0,4509.5,4104.0,4634.0,4631.06,4113.8,3729.0,4887.0,Enterococcus_avium
Genome_Size,4374407.0,4295754.5,4470412.0,4117902.0,4610316.0,4610300.81,4124917.82,3723378.0,4882096.0,Enterococcus_avium
N50,158815.0,109024.0,207468.0,31450.0,264318.0,263288.405,32482.01,32482.01,263288.4,Legionella_longbeachae
number,96.0,73.0,130.5,45.0,263.0,252.5349999999999,46.61,46.61,252.53,Legionella_longbeachae
longest,326040.5,257016.5,406105.75,114862.0,655737.0,655737.0,118555.34,118555.34,655737.0,Legionella_longbeachae
GC_Content,0.3709925,0.3707999999999999,0.371181,0.370437,0.371855,0.37185339,0.370437,0.3704,0.372,Legionella_longbeachae
Completeness_Specific,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.49,100.0,Legionella_longbeachae
Contamination,0.31,0.21,0.39,0.12,1.28,1.28,0.12,0.12,7.69,Legionella_longbeachae
Total_Coding_Sequences,3639.0,3563.5,3687.0,3437.0,3806.0,3805.195,3437.0,3437.0,3836.0,Legionella_longbeachae
Genome_Size,4140033.0,4082599.5,4199049.0,3977100.0,4311034.0,4275913.46,3977100.0,3977100.0,4349858.0,Legionella_longbeachae
N50,229163.0,97711.0,334611.0,14852.0,668476.0,648969.5999999996,17392.15,17392.15,648969.6,Staphylococcus_simulans
number,52.0,38.0,91.0,18.0,394.0,339.5999999999999,21.55,21.55,339.6,Staphylococcus_simulans
longest,399346.0,249064.5,572103.5,56481.0,1185725.0,1095439.0999999982,63337.85,63337.85,1095439.1,Staphylococcus_simulans
GC_Content,0.359394,0.3588275,0.3600065,0.35662,0.362436,0.3618594499999999,0.35673655,0.3567,0.3651,Staphylococcus_simulans
Completeness_Specific,100.0,100.0,100.0,99.96,100.0,100.0,99.9655,98.44,100.0,Staphylococcus_simulans
Contamination,0.14,0.09,0.22,0.0,1.0,0.8174999999999983,0.01,0.01,1.99,Staphylococcus_simulans
Total_Coding_Sequences,2525.0,2482.0,2578.5,2367.0,2742.0,2728.75,2378.1,2378.1,2789.0,Staphylococcus_simulans
Genome_Size,2660420.0,2625966.5,2700548.5,2503686.0,2836349.0,2823089.7,2533811.35,2533811.35,2871975.0,Staphylococcus_simulans
N50,213045.0,130425.5,222736.25,11436.0,692888.0,692791.485,12341.45,12341.45,692791.48,Borreliella_garinii
number,84.0,55.5,149.5,21.0,526.0,445.4049999999996,21.995,22.0,445.4,Borreliella_garinii
longest,404768.0,273960.75,463600.0,40691.0,692888.0,692791.485,44912.785,44912.78,692791.48,Borreliella_garinii
GC_Content,0.2786995,0.27775225,0.27980925,0.274185,0.289776,0.2855253599999999,0.275777995,0.2758,0.2881,Borreliella_garinii
Completeness_Specific,95.995,95.47,97.3175,92.15,99.6,99.4607,93.4236,78.05,99.72,Borreliella_garinii
Contamination,0.545,0.48,0.66,0.26,2.86,2.710749999999999,0.3197,0.03,2.71,Borreliella_garinii
Total_Coding_Sequences,1281.0,1216.25,1377.25,1007.0,1804.0,1730.3699999999997,1027.895,839.0,1730.37,Borreliella_garinii
Genome_Size,1288953.5,1244728.25,1346544.0,1059232.0,1465786.0,1462438.82,1082343.86,852383.0,1462438.82,Borreliella_garinii
N50,357902.5,102058.5,585545.5,42419.0,1037684.0,1035067.98,44614.545,44614.54,1035067.98,Lactobacillus_gasseri
number,24.0,19.0,56.75,13.0,142.0,140.79,13.0,13.0,140.79,Lactobacillus_gasseri
longest,582556.0,311514.5,862301.25,98636.0,1037684.0,1035067.98,108145.995,108146.0,1035067.98,Lactobacillus_gasseri
GC_Content,0.348951,0.34802075,0.350166,0.346586,0.352427,0.352092435,0.346638635,0.3466,0.3533,Lactobacillus_gasseri
Completeness_Specific,99.97,99.95,99.98,99.71,100.0,99.99395,99.78865,91.38,99.99,Lactobacillus_gasseri
Contamination,0.03,0.0,0.13,0.0,0.47,0.47,0.0,0.0,4.94,Lactobacillus_gasseri
Total_Coding_Sequences,1850.5,1762.75,1933.25,1689.0,2047.0,2042.16,1690.21,1690.21,2262.0,Lactobacillus_gasseri
Genome_Size,1903110.0,1848110.5,1976644.5,1789459.0,2087640.0,2081017.67,1790681.1,1790681.1,2176460.0,Lactobacillus_gasseri
N50,149502.0,100476.5,187021.5,44903.0,377445.0,377348.44,46476.36,46476.36,377348.44,Haemophilus_haemolyticus
number,44.0,34.5,57.5,18.0,113.0,100.21999999999986,18.71,18.71,100.22,Haemophilus_haemolyticus
longest,341965.0,233608.5,406077.0,93684.0,636889.0,603463.6199999996,114925.07,114925.07,603463.62,Haemophilus_haemolyticus
GC_Content,0.384213,0.3837285,0.38476,0.382742,0.387434,0.38731188,0.38289039,0.3829,0.3873,Haemophilus_haemolyticus
Completeness_Specific,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.18,100.0,Haemophilus_haemolyticus
Contamination,0.0,0.0,0.0,0.0,0.38,0.3373999999999995,0.0,0.0,1.62,Haemophilus_haemolyticus
Total_Coding_Sequences,1823.0,1789.5,1855.0,1699.0,2002.0,1989.93,1701.13,1701.13,1989.93,Haemophilus_haemolyticus
Genome_Size,1946482.0,1910986.0,1961898.0,1795908.0,2069839.0,2048873.41,1804755.31,1804755.31,2048873.41,Haemophilus_haemolyticus
N50,504225.5,263407.25,585755.0,39488.0,1506259.0,1502044.5,48989.725,48989.72,1502044.5,Listeria_innocua
number,24.0,18.0,41.0,10.0,219.0,178.69999999999982,12.0,12.0,178.7,Listeria_innocua
longest,972954.0,497516.5,1432162.0,119657.0,1506259.0,1502208.0,143939.225,143939.22,1502208.0,Listeria_innocua
GC_Content,0.373665,0.3730815,0.374116,0.371615,0.375379,0.374971325,0.3719586,0.372,0.3756,Listeria_innocua
Completeness_Specific,100.0,99.99,100.0,99.99,100.0,100.0,99.99,95.16,100.0,Listeria_innocua
Contamination,0.64,0.57,0.74,0.26,1.48,1.13,0.27825,0.07,1.13,Listeria_innocua
Total_Coding_Sequences,2859.0,2811.0,2915.0,2695.0,3131.0,3104.0,2715.475,2715.48,3221.0,Listeria_innocua
Genome_Size,2875621.5,2843602.25,2921196.5,2750055.0,3072529.0,3055016.275,2763297.925,2763297.92,3093113.0,Listeria_innocua
N50,226862.0,176572.25,275665.5,96908.0,556109.0,526586.8949999999,97518.945,97518.94,526586.89,Neisseria_bergeri
number,44.0,34.0,50.75,10.0,91.0,91.0,10.545,10.54,91.0,Neisseria_bergeri
longest,590482.0,365237.25,759858.0,198134.0,1018560.0,1009017.595,212727.465,212727.46,1009017.6,Neisseria_bergeri
GC_Content,0.5176850000000001,0.5173995,0.51853175,0.515949,0.522164,0.5220114,0.51610596,0.52,0.52,Neisseria_bergeri
Completeness_Specific,99.99,99.99,99.99,99.97,100.0,100.0,99.97545,99.98,100.0,Neisseria_bergeri
Contamination,0.02,0.01,0.03,0.01,0.11,0.11,0.01,0.01,0.11,Neisseria_bergeri
Total_Coding_Sequences,1983.5,1967.25,2031.75,1860.0,2194.0,2169.475,1861.635,1861.64,2169.48,Neisseria_bergeri
Genome_Size,2112509.0,2097505.5,2132003.25,1998115.0,2250623.0,2241652.845,1998511.76,1998511.76,2241652.84,Neisseria_bergeri
N50,206375.5,46935.0,221572.0,1922.0,910047.0,909868.31,2766.565,2766.56,909868.31,Borreliella_burgdorferi
number,275.5,195.75,368.25,54.0,1109.0,1021.6650000000004,76.18,76.18,1021.67,Borreliella_burgdorferi
longest,344061.5,158260.0,465032.25,13884.0,910047.0,909868.31,18324.49,18324.49,909868.31,Borreliella_burgdorferi
GC_Content,0.2826745,0.28149625,0.285574,0.278931,0.3322099999999999,0.32456299,0.27935695,0.2794,0.3246,Borreliella_burgdorferi
Completeness_Specific,97.21,96.64,97.73,70.25,99.41,99.23665,84.32379999999999,84.32,99.87,Borreliella_burgdorferi
Contamination,0.36,0.26,0.45,0.12,5.55,3.436450000000069,0.13795,0.14,8.33,Borreliella_burgdorferi
Total_Coding_Sequences,1469.0,1393.75,1562.0,1051.0,2269.0,1995.7650000000008,1104.975,855.0,1995.77,Borreliella_burgdorferi
Genome_Size,1367341.0,1325255.0,1424143.75,995874.0,1768788.0,1687185.0100000002,1073962.805,906733.0,1687185.01,Borreliella_burgdorferi
N50,312230.5,217347.75,493821.75,68440.0,1209630.0,1097233.2750000015,87201.285,87201.28,1097233.28,Enterobacter_bugandensis
number,64.0,52.0,90.0,27.0,280.0,177.1450000000002,29.155,29.16,177.15,Enterobacter_bugandensis
longest,882076.0,679494.75,1335145.0,214095.0,2326707.0,2264403.035,267393.195,267393.2,2264403.04,Enterobacter_bugandensis
GC_Content,0.5592495,0.556925,0.56023,0.551088,0.5627409999999999,0.56223931,0.55274333,0.5527,0.5622,Enterobacter_bugandensis
Completeness_Specific,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.15,100.0,Enterobacter_bugandensis
Contamination,0.045,0.02,0.12,0.0,0.91,0.5523000000000002,0.0,0.0,0.88,Enterobacter_bugandensis
Total_Coding_Sequences,4459.0,4364.0,4628.75,4185.0,5112.0,5110.0,4220.165,4220.16,5164.0,Enterobacter_bugandensis
Genome_Size,4790509.0,4702219.0,4966962.25,4537474.0,5286128.0,5283799.51,4573892.99,4573892.99,5348661.0,Enterobacter_bugandensis
N50,162918.0,89329.5,173293.0,503.0,599061.0,598999.995,3978.29,3978.29,599000.0,Treponema_pallidum
number,76.5,43.0,156.0,20.0,859.0,680.1049999999998,22.0,22.0,680.1,Treponema_pallidum
longest,299248.0,173715.5,438605.0,5561.0,611947.0,599057.54,20836.895,20836.9,599057.54,Treponema_pallidum
GC_Content,0.5267175,0.5248185,0.52728725,0.5071289999999999,0.532333,0.52904795,0.512785615,0.5128,0.529,Treponema_pallidum
Completeness_Specific,97.74,97.28,98.53,57.34,99.73,99.68,71.6858,71.69,99.68,Treponema_pallidum
Contamination,0.09,0.08,0.1,0.0,2.75,2.081399999999993,0.0271999999999999,0.03,2.08,Treponema_pallidum
Total_Coding_Sequences,1050.0,1023.0,1108.0,893.0,2237.0,1502.6399999999996,982.72,982.72,1502.64,Treponema_pallidum
Genome_Size,1158184.0,1138889.0,1202378.0,835752.0,1532205.0,1481029.7799999998,948626.14,948626.14,1481029.78,Treponema_pallidum
N50,299878.0,178192.0,663597.75,15886.0,893694.0,893449.125,21437.125,21437.12,893449.12,Cutibacterium_acnes
number,24.0,16.0,34.0,7.0,356.0,221.69999999999985,8.0,8.0,221.7,Cutibacterium_acnes
longest,684031.5,428395.5,833780.0,55806.0,1177207.0,1009260.075,87156.425,87156.42,1009260.08,Cutibacterium_acnes
GC_Content,0.6006755,0.600527,0.601148,0.598638,0.602382,0.60235785,0.599633725,0.5996,0.6024,Cutibacterium_acnes
Completeness_Specific,100.0,99.99,100.0,90.47,100.0,100.0,98.518,95.34,100.0,Cutibacterium_acnes
Contamination,0.36,0.2575,0.57,0.0,6.43,2.053249999999987,0.01,0.01,2.05,Cutibacterium_acnes
Total_Coding_Sequences,2364.0,2325.0,2389.0,2241.0,2789.0,2573.55,2292.725,2292.72,2573.55,Cutibacterium_acnes
Genome_Size,2531305.0,2482909.75,2545674.0,2302235.0,2735454.0,2661991.575,2454010.9,2454010.9,2661991.57,Cutibacterium_acnes
N50,60817.0,56236.0,73340.75,13069.0,173155.0,137618.30499999956,19868.715,19868.72,137618.3,Staphylococcus_haemolyticus
number,141.0,122.0,157.0,43.0,428.0,310.79499999999894,62.0,62.0,310.79,Staphylococcus_haemolyticus
longest,193839.5,177328.25,251383.75,45314.0,476171.0,392863.0949999997,81281.085,81281.09,392863.09,Staphylococcus_haemolyticus
GC_Content,0.3265755,0.326266,0.32705675,0.323991,0.331669,0.32864201,0.3251451949999999,0.3251,0.3306,Staphylococcus_haemolyticus
Completeness_Specific,99.99,99.99,99.99,99.64,100.0,100.0,99.94785,95.98,100.0,Staphylococcus_haemolyticus
Contamination,0.1,0.06,0.39,0.0,2.22,1.4221499999999991,0.00785,0.01,1.42,Staphylococcus_haemolyticus
Total_Coding_Sequences,2510.0,2456.0,2570.0,2252.0,2834.0,2733.215,2308.355,2308.36,2742.0,Staphylococcus_haemolyticus
Genome_Size,2509698.5,2472552.75,2548765.75,2279731.0,2727551.0,2671649.66,2349429.425,2322835.0,2699292.0,Staphylococcus_haemolyticus
N50,121024.0,86401.0,174561.0,33378.0,346305.0,337619.4,48345.7,48345.7,337619.4,Neisseria_flavescens
number,56.0,47.5,68.0,22.0,143.0,122.6500000000001,24.75,24.75,122.65,Neisseria_flavescens
longest,323753.0,234764.0,368467.0,106316.0,652475.0,627992.8500000001,121994.85,121994.85,627992.85,Neisseria_flavescens
GC_Content,0.491997,0.491178,0.493442,0.4879849999999999,0.494354,0.4942704,0.4880427499999999,0.488,0.4943,Neisseria_flavescens
Completeness_Specific,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.21,100.0,Neisseria_flavescens
Contamination,0.06,0.05,0.105,0.0,1.09,0.892000000000001,0.0055,0.01,0.89,Neisseria_flavescens
Total_Coding_Sequences,2224.0,2134.0,2282.0,2009.0,2381.0,2379.9,2018.9,2018.9,2379.9,Neisseria_flavescens
Genome_Size,2276249.0,2208341.5,2340405.5,2150355.0,2420314.0,2416431.55,2151221.8,2151221.8,2416431.55,Neisseria_flavescens
N50,151627.0,111184.0,199521.5,26270.0,501462.0,434168.00000000006,27734.96,27734.96,434168.0,Escherichia_albertii
number,180.0,130.0,248.5,41.0,487.0,466.84000000000015,53.62,53.62,466.84,Escherichia_albertii
longest,403513.0,313628.0,497386.5,107113.0,871108.0,742782.03,111060.98,111060.98,742782.03,Escherichia_albertii
GC_Content,0.496405,0.495245,0.497446,0.492251,0.50028,0.4996312499999999,0.4930916999999999,0.4931,0.5017,Escherichia_albertii
Completeness_Specific,100.0,100.0,100.0,99.85,100.0,100.0,99.99,97.42,100.0,Escherichia_albertii
Contamination,0.48,0.34,0.64,0.05,1.78,1.4892000000000007,0.05,0.05,1.49,Escherichia_albertii
Total_Coding_Sequences,4719.0,4530.5,4927.0,4119.0,5526.0,5485.65,4170.62,4170.62,5485.65,Escherichia_albertii
Genome_Size,4866056.0,4723947.0,5034223.5,4353436.0,5438587.0,5366622.52,4398962.2,4398962.2,5366622.52,Escherichia_albertii
N50,229246.0,163912.0,320725.5,81810.0,560852.0,560527.11,82899.68,82899.68,560527.11,Enterococcus_casseliflavus
number,69.0,50.0,86.0,23.0,145.0,142.35,25.65,25.65,142.35,Enterococcus_casseliflavus
longest,555104.0,397884.0,661852.0,190410.0,967060.0,955554.76,206778.52,206778.52,955554.76,Enterococcus_casseliflavus
GC_Content,0.426165,0.4243135,0.427596,0.420463,0.42918,0.4291534999999999,0.42058172,0.4198,0.4292,Enterococcus_casseliflavus
Completeness_Specific,100.0,99.99,100.0,99.95,100.0,100.0,99.9606,95.52,100.0,Enterococcus_casseliflavus
Contamination,0.49,0.335,0.715,0.09,1.36,1.307,0.09,0.09,11.22,Enterococcus_casseliflavus
Total_Coding_Sequences,3389.0,3299.0,3470.0,3138.0,3744.0,3712.73,3138.0,3138.0,3750.0,Enterococcus_casseliflavus
Genome_Size,3573606.0,3499248.0,3676943.0,3280794.0,3881343.0,3864310.92,3319918.07,3319918.07,3864310.92,Enterococcus_casseliflavus
N50,187133.0,93398.75,387469.5,9379.0,1157485.0,956674.0,12214.645,12214.64,956674.0,Clostridium_botulinum
number,81.0,57.0,126.0,29.0,692.0,569.9200000000001,32.635,32.64,569.92,Clostridium_botulinum
longest,489653.0,284435.75,758239.75,47895.0,1987464.0,1801678.5450000004,57195.735,57195.74,1801678.55,Clostridium_botulinum
GC_Content,0.2799055,0.27250625,0.28059825,0.268662,0.283678,0.28262173,0.270033785,0.27,0.2834,Clostridium_botulinum
Completeness_Specific,100.0,100.0,100.0,99.94,100.0,100.0,99.96,94.54,100.0,Clostridium_botulinum
Contamination,0.77,0.56,1.01,0.04,2.97,2.45365,0.08,0.08,2.86,Clostridium_botulinum
Total_Coding_Sequences,3608.0,3518.0,3738.25,2964.0,4275.0,4245.65,2980.27,2683.0,4385.0,Clostridium_botulinum
Genome_Size,3898083.0,3826277.75,3995276.0,3099427.0,4380908.0,4342791.06,3117188.425,2702994.0,4432564.0,Clostridium_botulinum
N50,490596.5,287107.25,683017.5,61465.0,1138849.0,1034793.475,80645.205,80645.2,1034793.47,Enterobacter_ludwigii
number,47.5,36.75,68.25,21.0,217.0,195.33999999999992,22.0,22.0,195.34,Enterobacter_ludwigii
longest,943988.0,696307.75,1413144.25,178121.0,2421013.0,2395735.34,275252.48,275252.48,2395735.34,Enterobacter_ludwigii
GC_Content,0.5452255,0.543932,0.5461035,0.538699,0.5480510000000001,0.547858665,0.539199105,0.538,0.5479,Enterobacter_ludwigii
Completeness_Specific,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.41,100.0,Enterobacter_ludwigii
Contamination,0.045,0.02,0.1225,0.0,0.82,0.66,0.0,0.0,1.08,Enterobacter_ludwigii
Total_Coding_Sequences,4570.0,4473.0,4742.25,4288.0,5521.0,5518.585,4305.32,4305.32,5682.0,Enterobacter_ludwigii
Genome_Size,4861552.0,4781150.5,4998606.25,4581441.0,5630861.0,5630562.965,4607170.61,4607170.61,5711988.0,Enterobacter_ludwigii
N50,30482.0,26739.0,45319.0,20875.0,98357.0,76969.53000000012,22763.5,22763.5,76969.53,Mycobacterium_marinum
number,390.0,298.0,464.0,226.0,643.0,619.8300000000004,275.31,275.31,619.83,Mycobacterium_marinum
longest,110996.0,103141.0,159852.5,73075.0,266644.0,227079.1000000001,76621.38,76621.38,227079.1,Mycobacterium_marinum
GC_Content,0.6563720000000001,0.6557005,0.6569809999999999,0.65448,0.658018,0.65717077,0.6549463699999999,0.6549,0.658,Mycobacterium_marinum
Completeness_Specific,99.98,99.98,99.99,99.93,100.0,100.0,99.9431,97.09,100.0,Mycobacterium_marinum
Contamination,0.55,0.51,0.57,0.07,2.06,1.6369000000000005,0.09,0.09,2.25,Mycobacterium_marinum
Total_Coding_Sequences,5347.0,5277.0,5402.0,5236.0,6060.0,5959.38,5242.0,5242.0,5959.38,Mycobacterium_marinum
Genome_Size,5329422.0,5319394.5,5350281.0,5219486.0,6419793.0,6313940.380000001,5255952.1,5255952.1,6660144.0,Mycobacterium_marinum
N50,131678.0,100982.5,149366.5,43682.0,193208.0,191717.27,44031.97,44031.97,191717.27,Flavobacterium_psychrophilum
number,181.0,145.0,202.0,80.0,467.0,463.05000000000007,83.95,83.95,463.05,Flavobacterium_psychrophilum
longest,269896.0,232113.0,334090.0,121899.0,488708.0,488642.43,153925.6,153925.6,488642.43,Flavobacterium_psychrophilum
GC_Content,0.324391,0.3236795,0.325096,0.3231989999999999,0.326121,0.32581606,0.3232440299999999,0.3232,0.3271,Flavobacterium_psychrophilum
Completeness_Specific,100.0,100.0,100.0,100.0,100.0,100.0,100.0,92.33,100.0,Flavobacterium_psychrophilum
Contamination,0.02,0.01,0.03,0.0,0.09,0.09,0.0,0.0,0.47,Flavobacterium_psychrophilum
Total_Coding_Sequences,2554.0,2503.0,2613.5,2385.0,2996.0,2988.89,2388.16,2388.16,2988.89,Flavobacterium_psychrophilum
Genome_Size,2791666.0,2746236.0,2823539.5,2662097.0,3042696.0,3035978.63,2663284.37,2663284.37,3208574.0,Flavobacterium_psychrophilum
N50,89211.0,87977.0,93973.0,1338.0,95409.0,95041.49999999996,1413.0,1413.0,95041.5,Citrobacter_rodentium
number,210.0,189.5,220.0,77.0,362.0,308.5499999999994,117.35,117.35,308.55,Citrobacter_rodentium
longest,286502.0,286460.0,287276.0,6916.0,287296.0,287296.0,8209.05,8209.05,287296.0,Citrobacter_rodentium
GC_Content,0.545664,0.5456475000000001,0.5457835,0.508264,0.546913,0.5469092,0.5115875000000001,0.5116,0.5472,Citrobacter_rodentium
Completeness_Specific,100.0,100.0,100.0,4.92,100.0,100.0,5.559,5.56,100.0,Citrobacter_rodentium
Contamination,0.01,0.01,0.01,0.0,0.02,0.02,0.0,0.0,0.21,Citrobacter_rodentium
Total_Coding_Sequences,5008.0,4984.0,5029.0,157.0,5042.0,5040.65,245.1,245.1,5217.0,Citrobacter_rodentium
Genome_Size,5278240.0,5268911.0,5285693.5,104634.0,5292015.0,5288689.65,162339.25,162339.25,5444283.0,Citrobacter_rodentium
N50,205868.0,125671.0,341778.0,21817.0,875289.0,869079.83,26482.69,26482.69,869079.83,Clostridium_cagae
number,74.0,54.0,102.0,30.0,354.0,299.0100000000001,30.94,30.94,299.01,Clostridium_cagae
longest,621230.0,334248.0,940768.0,70450.0,1699017.0,1570393.9800000002,98089.29,98089.29,1570393.98,Clostridium_cagae
GC_Content,0.27193,0.2715349999999999,0.272409,0.271081,0.273404,0.27336828,0.27114492,0.27,0.27,Clostridium_cagae
Completeness_Specific,99.99,99.99,100.0,99.96,100.0,100.0,99.96,99.96,100.0,Clostridium_cagae
Contamination,0.21,0.15,0.29,0.0,0.54,0.4836000000000001,0.0047,0.0,0.48,Clostridium_cagae
Total_Coding_Sequences,3567.0,3513.5,3755.5,3305.0,3939.0,3924.43,3307.35,3307.35,3924.43,Clostridium_cagae
Genome_Size,3845163.0,3807016.5,3965514.5,3681070.0,4059015.0,4048570.19,3688085.69,3688085.69,4048570.19,Clostridium_cagae
N50,127103.0,93008.0,230894.0,31478.0,892477.0,683928.1199999996,48460.0,48460.0,683928.12,Serratia_nevei
number,157.0,88.0,221.0,24.0,451.0,419.3999999999997,35.0,35.0,419.4,Serratia_nevei
longest,398322.0,300345.0,645558.0,107544.0,2312503.0,1963740.5199999984,152483.6,152483.6,1963740.52,Serratia_nevei
GC_Content,0.589677,0.58701,0.594221,0.582002,0.601468,0.60098986,0.5824427,0.5824,0.601,Serratia_nevei
Completeness_Specific,100.0,100.0,100.0,99.97,100.0,100.0,99.9946,99.52,100.0,Serratia_nevei
Contamination,0.02,0.0,0.07,0.0,0.8,0.79,0.0,0.0,2.09,Serratia_nevei
Total_Coding_Sequences,5194.0,4901.0,5380.0,4504.0,5821.0,5728.62,4581.92,4581.92,5817.0,Serratia_nevei
Genome_Size,5518738.0,5276084.0,5709811.0,4867789.0,6119694.0,5988264.64,4932183.18,4932183.18,5988264.64,Serratia_nevei
N50,110784.0,73746.0,178365.5,14338.0,716115.0,611570.5799999997,23562.12,23562.12,611570.58,Stenotrophomonas_maltophilia
number,95.0,68.0,138.0,19.0,631.0,404.6299999999994,26.0,26.0,404.63,Stenotrophomonas_maltophilia
longest,329944.0,235238.0,480442.5,58126.0,1683198.0,1197958.429999999,97548.84,97548.84,1197958.43,Stenotrophomonas_maltophilia
GC_Content,0.6637430000000001,0.6620625,0.6657845,0.655231,0.67255,0.67066443,0.65742042,0.6563,0.6738,Stenotrophomonas_maltophilia
